name_pub,street_name,postcode,latitude,longitude,borough
The Macbeth,"The Macbeth, 70 Hoxton Street, London",N1 6LP,51.530307,-0.080142,Hackney
The Monarch,"The Monarch, 68-70 Green Lanes, London",N16 9EJ,51.554176,-0.088557,Hackney
The Nest,"36-44 Stoke Newington Road, London",N16 7XJ,51.551586,-0.074804,Hackney
The Old Blue Last,"38 Great Eastern Street, London",EC2A 3ES,51.524316,-0.080005,Hackney
The Old Shoreditch Station,"1 Kingsland Road, Hackney, London",E2 8AA,51.52845,-0.078216,Hackney
The Pembury Tavern,"90 Amhurst Road, London",E8 1JH,51.548829,-0.058146,Hackney
The Prince,"The Prince Of Wales, 59 Kynaston Road, London",N16 0EB,51.560052,-0.078342,Hackney
The Prince Authur,"95 Forest Road, Hackney, London",E8 3BH,51.543924,-0.06496,Hackney
The Prince Edward,"The Prince Edward, 97 Wick Road, London",E9 5AB,51.545431,-0.041964,Hackney
The Prince George,"40 Parkholme Road, London",E8 3AG,51.544561,-0.06812,Hackney
The Princess Of Shoreditch,"The Princess Royal Public Hous, 76-78 Paul Street, London",EC2A 4NE,51.525482,-0.083661,Hackney
The Rainbow Sports Bar,"72 Shoreditch High Street, London",E1 6JJ,51.524137,-0.076235,Hackney
The Scolt Head,"The Scolt Head, 107a Culford Road, Hackney, London",N1 4HT,51.543874,-0.08159,Hackney
The Shakespeare,"The Shakespeare, 57 Allen Road, Hackney, London",N16 8RY,51.555555,-0.082166,Hackney
The Stags Head,"The Stags Head, 55 Orsman Road, Hackney, London",N1 5RA,51.536157,-0.0788,Hackney
The Talbot,"The Talbot, 109 Mortimer Road, Hackney, London",N1 4JY,51.542962,-0.07922,Hackney
The Tiger,"245 Wick Road, Hackney, London",E9 5DG,51.545301,-0.035249,Hackney
The Turnpike,"Turnpike House, 270 Stamford Hill, London",N16 6TY,51.575019,-0.071981,Hackney
The Victoria,"The Victoria, 451 Queensbridge Road, London",E8 3AS,51.544803,-0.070244,Hackney
The White Hart,"White Hart, 69 Stoke Newington High Street, London",N16 8EL,51.559108,-0.074529,Hackney
The White Horse,"The White Horse, 153-155 Hoxton Street, London",N1 6PJ,51.531463,-0.080425,Hackney
The White Horse,"The White Horse, 64 Shoreditch High Street, Hackney, London",E1 6JJ,51.524137,-0.076236,Hackney
The Wishing Well,"The Crown, 418 Mare Street, London",E8 1HP,51.549358,-0.054777,Hackney
Three Blind Mice,"5 Ravey Street, London",EC2A 4QW,51.524865,-0.082245,Hackney
Trafik,"40 Hoxton Square, Hackney, London",N1 6PB,51.527145,-0.081472,Hackney
Trafik,"331 Old Street, Hackney, London",EC1V 9LE,51.527141,-0.08065,Hackney
Turkish Social Club,"139 Stoke Newington Road, Hackney, London",N16 8BP,51.556829,-0.074828,Hackney
Turkish Social Club,"109 Stoke Newington Road, Hackney, London",N16 8BX,51.554701,-0.075018,Hackney
Turkish Social Club,"114 Green Lanes, Hackney, London",N16 9EH,51.554869,-0.089148,Hackney
Turkish Social Club,"2 Millers Terrace, Hackney, London",E8 2DP,51.551393,-0.074581,Hackney
Turkish Social Club,"Basement And Ground Floor, 96a Stoke Newington High Street, Hackney, London",N16 7NY,51.560111,-0.073751,Hackney
V Club,"255 Mare Street, Hackney, London",E8 3NS,51.54279,-0.055648,Hackney
Verden,"Formerly The Cricketers, 181 Clarence Road, Hackney, London",E5 8EE,51.554573,-0.056343,Hackney
Village Tap,"235 Victoria Park Road, London",E9 7HD,51.538457,-0.043807,Hackney
Vogue Fabrics,"66 Stoke Newington Road, Hackney, London",N16 7XB,51.552653,-0.074643,Hackney
Vortex Jazz Club,"11 Gillett Square, Hackney, London",N16 8AZ,51.548718,-0.076511,Hackney
William IV,"The William Iv, 7 Shepherdess Walk, London",N1 7QE,51.530965,-0.092889,Hackney
Windsor Castle,"The Windsor Castle, 135 Lower Clapton Road, Hackney, London",E5 8EQ,51.555063,-0.055052,Hackney
Ye Old Axe,"Ye Olde Axe, 69 Hackney Road, Hackney, London",E2 8ET,51.529215,-0.07556,Hackney
Yucatan Bar,"The Rumours, 121 Stoke Newington Road, London",N16 8BT,51.556164,-0.074856,Hackney
Acton Vale Working Mens Club,"265 - 267 Uxbridge Road, London",W12 9DS,51.506571,-0.243986,Hammersmith and Fulham
Andover Arms,"57 Aldensley Road, London",W6 0DL,51.496836,-0.232821,Hammersmith and Fulham
Andrew Robson Bridge Club,"31 Parsons Green Lane, London",SW6 4HH,51.47623,-0.200597,Hammersmith and Fulham
Anglesea Arms,"35 Wingate Road, London",W6 0UR,51.499203,-0.235942,Hammersmith and Fulham
Aragon House,"Fulham Royal British Legion Club, 247 - 249 New King's Road, London",SW6 4XG,51.472577,-0.199935,Hammersmith and Fulham
Be At One,"14A Hammersmith Broadway, London",W6 7AL,51.493336,-0.223751,Hammersmith and Fulham
Beaconsfield,"The Beaconsfield, 24 Blythe Road, London",W14 0HA,51.497084,-0.213607,Hammersmith and Fulham
Belushi's,"13 - 15 Shepherd's Bush Green, London",W12 8PH,51.503881,-0.219407,Hammersmith and Fulham
Belushi's And St Christopher's,"Hammersmith Broadway, London",W6 7AB,51.493303,-0.224573,Hammersmith and Fulham
Bird In Hand,"88 Masbro' Road, London",W14 0LR,51.499939,-0.215685,Hammersmith and Fulham
Black Velvet,"Crescent Club, 3 North End Crescent, London",W14 8TG,51.492597,-0.207141,Hammersmith and Fulham
Blue Anchor,"13 Lower Mall, London",W6 9DJ,51.489855,-0.231434,Hammersmith and Fulham
Blue Boat,"The Blue Boat, Distillery Wharf, Parr's Way, London",W6 9GD,,,Hammersmith and Fulham
Broadway Bar And Grill,"474 - 476 Fulham Road, London",SW6 1BY,51.480612,-0.194966,Hammersmith and Fulham
Butchers Hook,"The Butcher's Hook, 477 Fulham Road, London",SW6 1HL,51.480345,-0.188741,Hammersmith and Fulham
Carpenters Arms,"Carpenter's Arms, 89 - 91 Black Lion Lane, London",W6 9BG,51.492326,-0.242718,Hammersmith and Fulham
Central Bar,"West 12, The Broadway, Shepherd's Bush Green, London",W12 8PP,51.503773,-0.218806,Hammersmith and Fulham
Centro Galego De Londres,"869 Harrow Road, London",NW10 5NG,51.532143,-0.236644,Hammersmith and Fulham
Chelsea Football Club- North Stand Kitchen,"Chelsea Village Catering, Chelsea Village, Fulham Road, London",SW6 1HS,51.481134,-0.190309,Hammersmith and Fulham
Club Lounge At The Millenium Copthorne,"Chelsea Village Chelsea Village Hot, Fulham Road, London",SW6 1HY,51.481134,-0.190309,Hammersmith and Fulham
Cock Tavern,"360 North End Road, London",SW6 1LY,51.481266,-0.199449,Hammersmith and Fulham
Colebrooke Association,"51 Hugon Road, London",SW6 3ER,51.46723,-0.192529,Hammersmith and Fulham
Coningham Arms,"191 Uxbridge Road, London",W12 9RA,51.506224,-0.238236,Hammersmith and Fulham
Cross Keys,"The Cross Keys, 57 Black Lion Lane, London",W6 9BG,51.492326,-0.242719,Hammersmith and Fulham
Crown & Sceptre,"Crown And Sceptre, 57 Melina Road, London",W12 9HY,51.503154,-0.236193,Hammersmith and Fulham
Cumberland Arms P H,"Cumberland Arms, 29 North End Road, London",W14 8SZ,51.494332,-0.210026,Hammersmith and Fulham
Curtain Up,"The Curtains Up, 28A Comeragh Road, London",W14 9HR,51.489137,-0.210777,Hammersmith and Fulham
Defectors Weld,"170 Uxbridge Road, London",W12 8AA,51.505078,-0.223064,Hammersmith and Fulham
Distillers,"Distillers Arms, 64 Fulham Palace Road, London",W6 9PH,51.490422,-0.223763,Hammersmith and Fulham
Duke Of Cornwall,"48 Fulham Palace Road, London",W6 9PH,51.490422,-0.223763,Hammersmith and Fulham
Duke On The Green,"235 New King's Road, London",SW6 4XG,51.472577,-0.199935,Hammersmith and Fulham
Eight Bells,"89 Fulham High Street, London",SW6 3JS,51.468066,-0.210104,Hammersmith and Fulham
Eleusis Club,"614 King's Road, London",SW6 2DU,51.478098,-0.189939,Hammersmith and Fulham
Famous Three Kings,"Three Kings, 171 North End Road, London",W14 9NL,51.490038,-0.206219,Hammersmith and Fulham
Flynns Hammersmith,"The Egerton, 73 Dalling Road, London",W6 0JD,51.494069,-0.234857,Hammersmith and Fulham
FM Bar And Restaurant,"176 - 184 Uxbridge Road, London",W12 7JP,51.505475,-0.225527,Hammersmith and Fulham
Fulham Club & Institute,"69 Britannia Road, London",SW6 2JR,51.479615,-0.192126,Hammersmith and Fulham
Hammersmith Club,"Hammersmith Club Society, 11 Rutland Grove, London",W6 9DH,51.490308,-0.229861,Hammersmith and Fulham
Hammersmith Riverside Events @ Auriol Kensington Rowing Club,"14 Lower Mall, London",W6 9DJ,51.489855,-0.231434,Hammersmith and Fulham
Hand And Flower,"1 Hammersmith Road, London",W14 8XJ,51.495845,-0.208411,Hammersmith and Fulham
Harwood Arms,"Walham Grove, London",SW6 1QP,51.482446,-0.197847,Hammersmith and Fulham
Hilton Doubletree,"Jury's Doyle Hotel, Imperial Road, London",SW6 2GA,51.474468,-0.183747,Hammersmith and Fulham
Kings Arms,"Larrik, 425 New King's Road, London",SW6 4RN,51.469242,-0.209943,Hammersmith and Fulham
Latymers,"157 Hammersmith Road, London",W6 8BS,51.493042,-0.217467,Hammersmith and Fulham
Live And Let Live,"37 North End Road, London",W14 8SZ,51.494332,-0.210026,Hammersmith and Fulham
London Corinthian Club,"Linden House, 60 Upper Mall, London",W6 9TA,51.490616,-0.236576,Hammersmith and Fulham
London Corinthian Trust,"Linden House, 60 Upper Mall, London",W6 9TA,51.490616,-0.236576,Hammersmith and Fulham
Lytton Estate Community Hall,"North End Crescent, London",W14 8TE,51.493082,-0.207093,Hammersmith and Fulham
Mare Moto,"The Front Room, 562 King's Road, London",SW6 2DZ,51.479508,-0.187507,Hammersmith and Fulham
McGetigans,"Bootsy Brogans, 1 Fulham Broadway, London",SW6 1AA,51.48009,-0.196672,Hammersmith and Fulham
O'Donaghues,"O'Donaghue's, 174 Goldhawk Road, London",W12 8HJ,51.501412,-0.232744,Hammersmith and Fulham
Old Suffolk Punch,"80 Fulham Palace Road, London",W6 9PL,51.488278,-0.222939,Hammersmith and Fulham
Pavilion P H,"The Pavilion, Wood Lane, London",W12 0HQ,51.518583,-0.227712,Hammersmith and Fulham
Pear Tree,"14 Margravine Road, London",W6 8HJ,51.486655,-0.214922,Hammersmith and Fulham
Plough And Harrow,"122 King Street, London",W6 0QU,51.492834,-0.232831,Hammersmith and Fulham
Polo In The Park,"Hurlingham Club, Ranelagh Gardens, London",SW6 3PR,51.466265,-0.200572,Hammersmith and Fulham
Princess Victoria,"217 Uxbridge Road, London",W12 9DH,51.506327,-0.240263,Hammersmith and Fulham
Queen Adelaide,"412 Uxbridge Road, London",W12 0NR,51.506614,-0.237846,Hammersmith and Fulham
Queen Elizabeth,"58 Bagley's Lane, London",SW6 2BH,51.474554,-0.18874,Hammersmith and Fulham
Queens Tavern,"51 South Africa Road, London",W12 7PA,51.512102,-0.226724,Hammersmith and Fulham
Ravenscourt Arms,"The Ravenscourt Arms, 257 King Street, London",W6 9LU,51.49303,-0.238687,Hammersmith and Fulham
Robertos Bar,"Chelsea Village Catering, Chelsea Village, Fulham Road, London",SW6 1HS,51.481134,-0.190309,Hammersmith and Fulham
Rutland,"The Rutland, 15 Lower Mall, London",W6 9DJ,51.489855,-0.231434,Hammersmith and Fulham
Shepherds Bush Club,"205 Goldhawk Road, London",W12 8EP,51.500375,-0.234369,Hammersmith and Fulham
Shepherds Bush Empire,"Shepherd's Bush Green, London",W12 8TT,51.503525,-0.224435,Hammersmith and Fulham
Slug@Fulham,"Havana, 490 - 492 Fulham Road, London",SW6 5NH,51.48045,-0.198429,Hammersmith and Fulham
Southern Belle,"Southern Bell, 175 - 177 Fulham Palace Road, London",W6 8QT,51.485128,-0.219792,Hammersmith and Fulham
St Stephens Hall,"St Stephen's Hall, 3 - 5 Gayford Road, London",W12 9BY,51.502863,-0.24557,Hammersmith and Fulham
Sulgrave Club,"287 Goldhawk Road, London",W12 8EU,51.499081,-0.241004,Hammersmith and Fulham
Thai Square,"563 Fulham Road, London",SW6 1ES,51.479949,-0.194503,Hammersmith and Fulham
The Albion,"121 Hammersmith Road, London",W14 0QL,51.494003,-0.213799,Hammersmith and Fulham
The Anchor,"131 Lillie Road, London",SW6 7SX,51.484746,-0.203546,Hammersmith and Fulham
The Atlas,"16 Seagrave Road, London",SW6 1RX,51.485898,-0.195997,Hammersmith and Fulham
The Bedford Arms,"The Frog Inn The Bedford, 204 Dawes Road, London",SW6 7RQ,51.481264,-0.209371,Hammersmith and Fulham
The Black Lion PH,"The Black Lion, 2 South Black Lion Lane, London",W6 9TJ,51.490396,-0.242346,Hammersmith and Fulham
The Bull,"Unit 1033, Westfield London Shopping Centre, Ariel Way, London",W12 7GA,51.507212,-0.223254,Hammersmith and Fulham
The Captain Cook,"The Wilton Arms, 203 - 205 Dawes Road, London",SW6 7QY,51.481088,-0.20958,Hammersmith and Fulham
The Chancellors,"25 Crisp Road, London",W6 9RL,51.488692,-0.227115,Hammersmith and Fulham
The Clarence,"148 North End Road, London",W14 9PP,51.488612,-0.205252,Hammersmith and Fulham
The Colton Arms,"187 Greyhound Road, London",W14 9SD,51.48666,-0.210529,Hammersmith and Fulham
The Crabtree,"Crabtree Public House, Rainville Road, London",W6 9HJ,51.483276,-0.223954,Hammersmith and Fulham
The Dartmouth Castle,"Dartmouth Castle, 26 Glenthorne Road, London",W6 0LS,51.494623,-0.228628,Hammersmith and Fulham
The Dove,"19 Upper Mall, London",W6 9TA,51.490616,-0.236576,Hammersmith and Fulham
The Draft House,"Draft House, 238 Shepherd's Bush Road, London",W6 7NL,51.495627,-0.224266,Hammersmith and Fulham
The Duchess Of Cambridge,"320 Goldhawk Road, London",W6 0XF,51.497179,-0.244318,Hammersmith and Fulham
The Durrell,"The Durell, 704 Fulham Road, London",SW6 5SB,51.47401,-0.207769,Hammersmith and Fulham
The Eagle,"215 Askew Road, London",W12 9AZ,51.500867,-0.239595,Hammersmith and Fulham
The Elk Bar,"First Floor Rear, 587 - 591 Fulham Road, London",SW6 5UA,51.480238,-0.197502,Hammersmith and Fulham
The Elm,"206 North End Road, London",W14 9NX,51.486814,-0.203566,Hammersmith and Fulham
The Fulham Mitre,"The Mitre, 81 Dawes Road, London",SW6 7DU,51.480225,-0.20368,Hammersmith and Fulham
The Golden Lion,"Golden Lion, 57 Fulham High Street, London",SW6 3JJ,51.469925,-0.209974,Hammersmith and Fulham
The Goose At Fulham,"The Goose, 248 North End Road, London",SW6 1NL,51.4852,-0.202692,Hammersmith and Fulham
The Green Public House,"172 - 174 Uxbridge Road, London",W12 7JP,51.505475,-0.225527,Hammersmith and Fulham
The Greyhound And Monkeys In The Trees Hostel,"The Greyhound, 49 Becklow Road, London",W12 9ER,51.505611,-0.241689,Hammersmith and Fulham
The Grove Bar And Restaurant,"Beacon House, 83 Hammersmith Grove, London",W6 0NQ,51.497693,-0.227659,Hammersmith and Fulham
The Hammersmith Ram,"81 King Street, London",W6 9HW,51.492478,-0.227717,Hammersmith and Fulham
The Hampshire,"The Hampshire Hog, 225 - 227 King Street, London",W6 9JT,51.492536,-0.233318,Hammersmith and Fulham
The Havelock Tavern,"The Havelock, 57 Masbro' Road, London",W14 0LS,51.499548,-0.21596,Hammersmith and Fulham
The Hop Poles,"Hop Poles, 17 - 19 King Street, London",W6 9HR,51.492753,-0.225646,Hammersmith and Fulham
The Hurlingham Club,"Hurlingham Club, Ranelagh Gardens, London",SW6 3PR,51.466265,-0.200572,Hammersmith and Fulham
The Imperial,"577 King's Road, London",SW6 2EH,51.478498,-0.188454,Hammersmith and Fulham
The Jam Tree,"541 King's Road, London",SW6 2EB,51.478997,-0.187628,Hammersmith and Fulham
The Jameson,"43 Blythe Road, London",W14 0HR,51.497133,-0.216241,Hammersmith and Fulham
The Kings Arms,"Larrik, 425 New King's Road, London",SW6 4RN,51.469242,-0.209943,Hammersmith and Fulham
The Lillie Langtry,"19 Lillie Road, London",SW6 1UE,51.486289,-0.19745,Hammersmith and Fulham
The Malt House,"Jolly Maltster, 17 Vanston Place, London",SW6 1AY,51.481561,-0.19876,Hammersmith and Fulham
The Oak W12,"The Oak, 243 Goldhawk Road, London",W12 8EU,51.499081,-0.241004,Hammersmith and Fulham
The Old City Arms,"107 Hammersmith Bridge Road, London",W6 9DA,51.48935,-0.228962,Hammersmith and Fulham
The Old Oak,"180 North End Road, London",W14 9NX,51.486814,-0.203566,Hammersmith and Fulham
The Old Ship,"Old Ship, 25 Upper Mall, London",W6 9TD,51.49038,-0.240028,Hammersmith and Fulham
The Orchard Tavern,"Orchard Tavern, 136 Askew Road, London",W12 9BP,51.501861,-0.242337,Hammersmith and Fulham
The Oyster Rooms,"Unit 3, Fulham Broadway Retail Centre, Fulham Road, London",SW6 1BW,51.480559,-0.194436,Hammersmith and Fulham
The Pocket Watch,"434 Uxbridge Road, London",W12 0NS,51.506651,-0.239127,Hammersmith and Fulham
The Queens Head,"Queens Head, 13 Brook Green, London",W6 7BL,51.49531,-0.218156,Hammersmith and Fulham
The Raven,"375 Goldhawk Road, London",W6 0SA,51.494137,-0.244752,Hammersmith and Fulham
The Richmond Arms,"The Richmond, 55 Shepherd's Bush Road, London",W6 7LU,51.500831,-0.221716,Hammersmith and Fulham
The Rose,"1 Harwood Terrace, London",SW6 2AF,51.476712,-0.189864,Hammersmith and Fulham
The Salutation,"154 King Street, London",W6 0QU,51.492834,-0.232831,Hammersmith and Fulham
The Sands End,"135 - 137 Stephendale Road, London",SW6 2PR,51.472388,-0.187083,Hammersmith and Fulham
The Shepherd & Flock,"Shepherd And Flock, 84 Goldhawk Road, London",W12 8HA,51.502346,-0.22791,Hammersmith and Fulham
The Sindercombe Social,"O'Neill's, 2 Goldhawk Road, London",W12 8QD,51.503331,-0.224054,Hammersmith and Fulham
The Stonemasons Arms,"Stonemasons Arms, 54 Cambridge Grove, London",W6 0LA,51.493548,-0.230095,Hammersmith and Fulham
The Swan,"46 Hammersmith Broadway, London",W6 0DZ,51.493131,-0.225098,Hammersmith and Fulham
The Temperance,"90 Fulham High Street, London",SW6 3LF,51.469473,-0.210395,Hammersmith and Fulham
The Thatched House,"Thatched House, 115 Dalling Road, London",W6 0ET,51.497802,-0.234915,Hammersmith and Fulham
The Wellington,"56 Haldane Road, London",SW6 7EU,51.482747,-0.202228,Hammersmith and Fulham
The White Horse,"White Horse, 31 Uxbridge Road, London",W12 8LH,51.505578,-0.227611,Hammersmith and Fulham
The William Morris,"2 - 4 King Street, London",W6 0QA,51.493085,-0.225676,Hammersmith and Fulham
The Yardbird,"Unit 17-18, Broadway Shopping Centre, Hammersmith Broadway, London",W6 9YD,51.492242,-0.224571,Hammersmith and Fulham
Tommy Flynns,"269 Uxbridge Road, London",W12 9DS,51.506571,-0.243986,Hammersmith and Fulham
Tommy Tucker,"The Pelican, 22 Waterford Road, London",SW6 2DR,51.478178,-0.192268,Hammersmith and Fulham
Wahleeah,"The Lazy Fox, 18 Farm Lane, London",SW6 1PP,51.481936,-0.196268,Hammersmith and Fulham
Waterside,"Unit 2, Riverside Tower, The Boulevard, London",SW6 2SU,51.473249,-0.181074,Hammersmith and Fulham
White Horse,"1 - 3 Parsons Green, London",SW6 4UL,51.473788,-0.199153,Hammersmith and Fulham
Zigger Zagger/Kiosk,"Chelsea Village Catering, Chelsea Village, Fulham Road, London",SW6 1HS,51.481134,-0.190309,Hammersmith and Fulham
The Minstrel Boy,"The Minstrel Boy, 156 Colney Hatch Lane, London",N10 1ER,51.599143,-0.14665,Haringey
Antwerp Arms,"168 Church Road, Tottenham, London",N17 8AS,51.601916,-0.074726,Haringey
Bar and Kitchen,"Alexandra Palace, Alexandra Palace Way, Wood Green, London",N22 7AY,51.594595,-0.130275,Haringey
Bar Esteban,"Shop, 29 Park Road, Hornsey, London",N8 8TE,51.580689,-0.125,Haringey
Bar N22,"Kings Arms, 242 High Road, Wood Green, London",N22 8JX,51.601039,-0.111571,Haringey
Beaconsfield,"357 Green Lanes, Hornsey, London",N4 1DZ,51.575942,-0.098785,Haringey
Bell & Hare,"Public House, 724-726 High Road, Tottenham, London",N17 0AG,51.602163,-0.067351,Haringey
Body Works Gym,"Unit 5, Fountayne House, 2-8 Fountayne Road, Tottenham, London",N15 4QL,51.58408,-0.063067,Haringey
Caipirinha Bar,"177 Archway Road, Hornsey, London",N6 5BT,51.576304,-0.144462,Haringey
Chef RossCo Limited,"The Woodman, 414 Archway Road, Hornsey, London",N6 5UA,51.577656,-0.146947,Haringey
Chidos Club 98 Ltd,"Shop, 98 West Green Road, Tottenham, London",N15 5NS,51.584752,-0.076549,Haringey
Clissold Arms,"105 Fortis Green, Hornsey, London",N2 9HR,51.590479,-0.154871,Haringey
Coolhurst Tennis & Squash Club,"Coolhurst Lawn Tennis and Squash Racquets Club, Courtside, Hornsey, London",N8 8EY,51.576652,-0.131257,Haringey
Crocodile Bar,"155 Lordship Lane, Tottenham, London",N17 6XE,51.59824,-0.076513,Haringey
Crouch End Vampires Football Club,"Coppetts Road, Hornsey, London",N10 1JP,51.603342,-0.154551,Haringey
Duke of Edinburgh,"83 Mayes Road, Wood Green, London",N22 6TN,51.594497,-0.111799,Haringey
Dukes Head,"16 Highgate High Street, Hornsey, London",N6 5JG,51.570646,-0.146583,Haringey
Dutch House,"Public House, 148-150 High Road, Tottenham, London",N15 6UJ,51.580028,-0.07252,Haringey
Elmhurst Hotel,"131 Lordship Lane, Tottenham, London",N17 6AA,51.597773,-0.082063,Haringey
Five Fingers Cafe,"547 Green Lanes, Hornsey, London",N8 0RL,51.582644,-0.100065,Haringey
Glencairn Sports Club,"Blake Road, Wood Green, London",N11 2AH,51.607242,-0.132211,Haringey
Goose,"Public House, 203 High Road, Wood Green, London",N22 6BX,51.591733,-0.104363,Haringey
Grand Palace,"Grand Palace, 1st Floor, 242 High Road, Wood Green, London",N22 8JX,51.601039,-0.111571,Haringey
Green Rooms,"13-27 Station Road, Wood Green, London",N22 7TY,51.597058,-0.112327,Haringey
Haringey Borough Football Club,"Football Club, Coles Park, White Hart Lane, Tottenham",N17 7JP,51.606536,-0.091688,Haringey
Harringay Arms,"153 Crouch Hill, Hornsey, London",N8 9QH,51.577309,-0.123408,Haringey
High Steaks,"Victoria Stakes, 1 Muswell Hill, Hornsey, London",N10 3TH,51.587312,-0.134327,Haringey
Highgate Cricket And Lawn TennisClub,"Highgate Cricket and Lawn Tennis Club, Crouch End Playing Fields, Park Road, Hornsey",N8 8JP,51.582852,-0.127582,Haringey
Highgate Golf Club,"Denewood Road, Hornsey, London",N6 4AH,51.577733,-0.160381,Haringey
Highgate Inn,"Public House, 385 Archway Road, Hornsey, London",N6 4ER,51.578337,-0.149027,Haringey
Hope & Anchor Public House,"128 Tottenham Lane, Hornsey, London",N8 7EL,51.583962,-0.116566,Haringey
Industry,"2 Chesnut Road, Tottenham, London",N17 9EN,51.590581,-0.067901,Haringey
Jacksons Lane Social Club,"Jacksons Lane Community Centre, 269A Archway Road, Hornsey, London",N6 5AA,51.577116,-0.146348,Haringey
JL Bar,"Jacksons Lane Community Centre, 269A Archway Road, Hornsey, London",N6 5AA,51.577116,-0.146348,Haringey
Jolly Anglers,"Public House, 33 Station Road, Wood Green, London",N22 6UX,51.596812,-0.111515,Haringey
Kings Head Public House,"2 Crouch End Hill, Hornsey, London",N8 8AA,51.577979,-0.124766,Haringey
Kiss the Sky,"18-20 Park Road, Hornsey, London",N8 8TD,51.580884,-0.12479,Haringey
Mannions,"Prince Arthur, 158 Broad Lane, Tottenham, London",N15 4QJ,51.584731,-0.064324,Haringey
Metropolitan,"266 Muswell Hill Broadway, Hornsey, London",N10 2QR,51.591257,-0.141514,Haringey
Muswell Hill Golf Club,"Rhodes Avenue, Wood Green, London",N22 7UT,51.600763,-0.137054,Haringey
New Salamina,"Shop A&B, 68 Myddleton Road, Wood Green, London",N22 8NW,51.606562,-0.115616,Haringey
Nicholas Nickleby,"Public House, 6 Ferme Park Road, Hornsey, London",N4 4ED,51.574922,-0.113029,Haringey
North London Cricket Club,"Crouch End Playing Fields, Park Road, Hornsey, London",N8 8JP,51.582852,-0.127581,Haringey
Olympus,"9 High Road, Wood Green, London",N22 6BH,51.591115,-0.104519,Haringey
O'Neills,"87 Muswell Hill Broadway, Hornsey, London",N10 3HA,51.589862,-0.144834,Haringey
Our Lady of Muswell Lawn Tennis Club,"Our Lady of Muswell LawnTennis Club, Rhodes Avenue, Wood Green, London",N22 7UR,51.600361,-0.137243,Haringey
Pearce Catering,"Public House, 73 St James's Lane, Hornsey, London",N10 3QY,51.58839,-0.141602,Haringey
Philip Lane Social Club,"209-211 Philip Lane, Tottenham, London",N15 4HL,51.588013,-0.084091,Haringey
Powerleague Fives Ltd,"Power League Soccer Centre, Sports Ground, Willoughby Lane, Tottenham",N17 0SL,51.606625,-0.053312,Haringey
Railway Tavern,"23 Crouch End Hill, Hornsey, London",N8 8DH,51.577586,-0.124392,Haringey
Royal British Legion,"British Legion, Muswell Hill Road, Hornsey, London",N10 3NG,51.587742,-0.146667,Haringey
Salisbury Hotel,"1 Grand Parade, Tottenham, London",N4 1JX,51.581851,-0.099405,Haringey
Stormont Lawn Tennis & Squash Racket,"Stormont Lawn Tennis and Squash Raquets Club, Lanchester Road, Hornsey, London",N6 4SU,51.583543,-0.156985,Haringey
STYX,"5 Ashley Road, Tottenham, London",N17 9LJ,51.590199,-0.06116,Haringey
The Alex,"Villiers Terrace, 120 Park Road, Hornsey, London",N8 8JP,51.582852,-0.127582,Haringey
The Beaconfield Public House,"Public House, 359 Green Lanes, Hornsey, London",N4 1DZ,51.575942,-0.098785,Haringey
The Beehive P.H,"The Beehive, Stoneleigh Road, Tottenham, London",N17 9BQ,51.593912,-0.068698,Haringey
The Bill Nicholson,"Public House, 102 Northumberland Park, Tottenham, London",N17 0TS,51.605626,-0.061384,Haringey
The Blue Bar,"675 High Road, Tottenham, London",N17 8AD,51.600712,-0.068236,Haringey
The Boogaloo,"Public House, 312 Archway Road, Hornsey, London",N6 5AT,51.576433,-0.143475,Haringey
The Coach & Horses,"860-862 High Road, Tottenham, London",N17 0EY,51.607,-0.067839,Haringey
The Crowe Bar,"Public House, 58-60 High Road, Tottenham, London",N15 6JU,51.577487,-0.072771,Haringey
The Elbow Room,"503-505 High Road, Tottenham, London",N17 6QA,51.593034,-0.069991,Haringey
The Fountain,"Public House, 125-127 West Green Road, Tottenham, London",N15 5DE,51.584988,-0.078343,Haringey
The Great Northern Railway Tavern,"Great Northern Railway Tavern, 67 High Street, Hornsey, London",N8 7QB,51.587994,-0.11676,Haringey
The Henry Reader (The Wishing Well),"Public House, 22 Topsfield Parade, Tottenham Lane, Hornsey",N8 8PT,51.581051,-0.122344,Haringey
The Hornsey Tavern,"Hornsey Tavern, 26 High Street, Hornsey, London",N8 7PB,51.587115,-0.120824,Haringey
The John Baird,"John Baird Public House, 122 Fortis Green Road, Hornsey, London",N10 3HN,51.590251,-0.146131,Haringey
The Lord Nelson,"The Nelson, 232-234 High Road, Wood Green, London",N22 8HH,51.597997,-0.110296,Haringey
The Maid of Muswell,"Maid of Muswell, 121 Alexandra Park Road, Hornsey, London",N10 2DP,51.598739,-0.138682,Haringey
The Manor Health Club Ltd,"140 Fortis Green, Hornsey, London",N10 3EF,51.591252,-0.152573,Haringey
The Maynard Arms,"Public House, 70 Park Road, Hornsey, London",N8 8SX,51.581706,-0.126157,Haringey
The Mossy Well,"Public House, 258-260 Muswell Hill Broadway, Hornsey, London",N10 3SH,51.590871,-0.142164,Haringey
The New Moon Public House,"413 Lordship Lane, Tottenham, London",N17 6AG,51.597871,-0.091343,Haringey
The Park Inn,"12 Palace Gates Road, Wood Green, London",N22 7BN,51.598905,-0.122561,Haringey
